V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,Growth Period_codelist,Growth Period,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
0.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
4.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
4.5,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
3.5,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
3.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_P Education
0.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
0.0,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
1.5,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
0.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
4.8,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
4.5,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
5.4,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
3.8,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
2.0,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
0.5,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
9.3,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
1.6,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
-1.2,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
2.2,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
2.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
1.8,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-1.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-2.4,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-5.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
2.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
2.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
2.1,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
4.2,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
1.9,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
2.0,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-6.9,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
37.3,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-0.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-1.9,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-1.6,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
0.5,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
2.6,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-0.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
-1.3,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
0.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
-1.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
3.2,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
1.9,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
-0.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
2.8,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
1.7,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
1.3,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
1.4,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
2.0,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
0.9,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
0.6,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
2.9,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
0.8,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-0.1,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
0.1,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
-4.7,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
-0.7,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
0.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
1.0,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
0.4,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
-1.2,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
-0.9,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
-1.0,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
-0.4,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
-1.8,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
-0.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
0.5,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
-4.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
-1.1,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
3.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
3.3,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-6.5,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
3.0,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-0.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.2,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
-3.1,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
-0.7,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.9,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
0.0,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
5.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
1.1,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
4.3,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
7.5,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
-8.1,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
5.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
1.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
1.0,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
5.2,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
-0.6,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
0.7,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
0.6,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
5.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
0.5,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
1.3,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
1.4,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
0.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
1.3,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
-3.9,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-3.3,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-6.7,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-3.6,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-0.3,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
-0.1,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
-1.0,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
-0.4,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
-0.2,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
0.9,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-3.1,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
0.1,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
0.8,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
1.9,Quarter,2015 Q4,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
-4.6,Quarter,2015 Q4,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
1.0,Quarter,2015 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
11.1,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
6.4,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
5.2,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
6.4,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-1.9,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
3.1,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
0.3,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-8.0,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
0.9,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
2.1,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-1.6,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-1.3,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-4.7,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
4.2,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-28.2,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-3.8,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
5.6,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
5.6,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
4.8,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-3.4,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-1.4,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
-0.4,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
1.2,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
2.1,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
2.4,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
4.3,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
2.0,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
-2.7,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
0.4,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
0.8,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-1.8,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
0.9,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
2.3,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
2.6,Quarter,2016 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
1.3,Quarter,2016 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
0.8,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
2.8,Quarter,2016 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
