V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
101.1,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
104.5,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
101.8,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
100.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
101.3,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
93.0,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
97.6,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
103.2,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
103.4,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
102.0,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
103.3,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
99.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
99.4,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
95.2,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
100.6,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
103.0,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
103.9,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
103.2,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
105.1,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
100.5,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
100.6,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
100.2,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
99.9,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
103.6,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
102.5,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
100.9,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
103.0,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
100.6,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
100.3,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
103.2,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
100.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
99.8,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
99.9,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
99.5,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
99.7,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
100.7,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
100.8,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
100.4,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
100.8,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
102.1,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
102.0,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
101.3,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
101.8,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
102.0,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
102.0,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
102.8,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
101.6,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
100.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
100.2,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
102.0,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
100.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
101.5,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
100.8,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
106.2,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
101.3,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
104.2,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
103.9,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
103.2,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
101.1,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_J Information and Communication
103.2,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
102.8,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
106.3,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
101.0,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
101.7,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
102.1,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
99.3,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
100.0,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_L Real Estate Activities
101.6,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
101.7,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
100.9,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
101.2,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
102.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
102.0,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
100.9,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
101.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
100.0,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
100.2,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
97.0,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
100.1,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
100.1,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
99.9,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
100.4,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
100.4,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
100.3,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
100.2,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
96.8,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
100.5,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
100.2,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
100.5,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
99.1,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
100.8,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
104.7,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
104.0,Quarter,2000 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
109.9,Quarter,2000 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
103.1,Quarter,2000 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
99.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
101.6,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
97.5,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
100.4,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
111.2,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
108.5,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
135.4,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
107.0,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
105.3,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
104.8,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
108.5,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
105.2,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
101.9,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
99.0,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
100.0,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
101.0,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
101.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
101.4,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
104.8,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
95.9,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
98.5,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
98.1,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
100.9,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
98.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
100.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
103.1,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
108.5,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
99.5,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
102.6,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
102.4,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
103.7,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
102.0,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
104.4,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
103.9,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
107.0,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
103.7,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
102.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
102.8,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
101.3,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
101.9,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
103.3,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
101.9,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
105.6,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
101.2,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
101.4,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
100.6,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
103.3,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
100.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
101.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
101.4,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
104.3,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
101.2,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
103.4,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
104.0,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
100.4,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
103.3,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
99.8,Quarter,2000 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
99.5,Quarter,2000 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
101.8,Quarter,2000 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
