V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
0.0,Year,2017,E12000003,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000003,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000003,,,250+,,Enterprise,03,03 : Fishing and aquaculture
195.0,Year,2017,E12000003,,,Total,,Enterprise,03,03 : Fishing and aquaculture
50.0,Year,2017,E12000004,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000004,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000004,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000004,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000004,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000004,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000004,,,250+,,Enterprise,03,03 : Fishing and aquaculture
50.0,Year,2017,E12000004,,,Total,,Enterprise,03,03 : Fishing and aquaculture
30.0,Year,2017,E12000005,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000005,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000005,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000005,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000005,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000005,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000005,,,250+,,Enterprise,03,03 : Fishing and aquaculture
30.0,Year,2017,E12000005,,,Total,,Enterprise,03,03 : Fishing and aquaculture
170.0,Year,2017,E12000006,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,E12000006,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,E12000006,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000006,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000006,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000006,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000006,,,250+,,Enterprise,03,03 : Fishing and aquaculture
180.0,Year,2017,E12000006,,,Total,,Enterprise,03,03 : Fishing and aquaculture
20.0,Year,2017,E12000007,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,E12000007,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000007,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000007,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000007,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000007,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000007,,,250+,,Enterprise,03,03 : Fishing and aquaculture
25.0,Year,2017,E12000007,,,Total,,Enterprise,03,03 : Fishing and aquaculture
275.0,Year,2017,E12000008,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
20.0,Year,2017,E12000008,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,E12000008,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000008,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000008,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000008,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000008,,,250+,,Enterprise,03,03 : Fishing and aquaculture
300.0,Year,2017,E12000008,,,Total,,Enterprise,03,03 : Fishing and aquaculture
625.0,Year,2017,E12000009,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
35.0,Year,2017,E12000009,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
10.0,Year,2017,E12000009,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,E12000009,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000009,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000009,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,E12000009,,,250+,,Enterprise,03,03 : Fishing and aquaculture
675.0,Year,2017,E12000009,,,Total,,Enterprise,03,03 : Fishing and aquaculture
180.0,Year,2017,W92000004,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
10.0,Year,2017,W92000004,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,W92000004,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,W92000004,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,W92000004,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,W92000004,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,W92000004,,,250+,,Enterprise,03,03 : Fishing and aquaculture
190.0,Year,2017,W92000004,,,Total,,Enterprise,03,03 : Fishing and aquaculture
1670.0,Year,2017,S92000003,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
125.0,Year,2017,S92000003,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
70.0,Year,2017,S92000003,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,S92000003,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,S92000003,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,S92000003,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,S92000003,,,250+,,Enterprise,03,03 : Fishing and aquaculture
1880.0,Year,2017,S92000003,,,Total,,Enterprise,03,03 : Fishing and aquaculture
175.0,Year,2017,N92000002,,,0-4,,Enterprise,03,03 : Fishing and aquaculture
15.0,Year,2017,N92000002,,,5-9,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,N92000002,,,10-19,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,N92000002,,,20-49,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,N92000002,,,50-99,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,N92000002,,,100-249,,Enterprise,03,03 : Fishing and aquaculture
0.0,Year,2017,N92000002,,,250+,,Enterprise,03,03 : Fishing and aquaculture
195.0,Year,2017,N92000002,,,Total,,Enterprise,03,03 : Fishing and aquaculture
5.0,Year,2017,K02000001,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K02000001,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K02000001,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K02000001,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K02000001,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K02000001,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,K02000001,,,250+,,Enterprise,05,05 : Mining of coal and lignite
10.0,Year,2017,K02000001,,,Total,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,K03000001,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K03000001,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K03000001,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K03000001,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K03000001,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K03000001,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,K03000001,,,250+,,Enterprise,05,05 : Mining of coal and lignite
10.0,Year,2017,K03000001,,,Total,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,K04000001,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K04000001,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K04000001,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K04000001,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K04000001,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,K04000001,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,K04000001,,,250+,,Enterprise,05,05 : Mining of coal and lignite
10.0,Year,2017,K04000001,,,Total,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,E92000001,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E92000001,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E92000001,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E92000001,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E92000001,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E92000001,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E92000001,,,250+,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,E92000001,,,Total,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,E12000001,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000001,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000001,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000001,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000001,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000001,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000001,,,250+,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,E12000001,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000002,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000003,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000004,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000005,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000006,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000007,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000008,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,E12000009,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,W92000004,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,W92000004,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,W92000004,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,W92000004,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,W92000004,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,W92000004,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,W92000004,,,250+,,Enterprise,05,05 : Mining of coal and lignite
5.0,Year,2017,W92000004,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,50-99,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,100-249,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,250+,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,S92000003,,,Total,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,N92000002,,,0-4,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,N92000002,,,5-9,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,N92000002,,,10-19,,Enterprise,05,05 : Mining of coal and lignite
0.0,Year,2017,N92000002,,,20-49,,Enterprise,05,05 : Mining of coal and lignite
